# name                      ra                dec               has_spec  
  Gaia1004852236496085632   94.79560900136    60.09244969978    true      
  Gaia942696427565176320    96.64526764606    35.43362379648    true      
  Gaia1198600410242799616   243.16940995257   16.27315267276    true      
  Gaia903620540227627520    127.79856735746   34.99102740679    false     
  Gaia4568474631639711104   258.79009094972   23.1856529956     true      
  Gaia4869921790389308032   62.39783462301    -35.48023142044   true      
  Gaia3259586681075513728   60.4743409363     1.86551773179     true      
  Gaia1454784420495427072   205.55563369584   28.38349943852    true      
  Gaia2386528234772065792   349.8364687283    -20.8141231947    true      
  Gaia5718005822205064832   119.35283144721   -17.41108598764   true      
  Gaia6138341871891521664   199.20712917357   -39.62047178192   true      
  Gaia6561274654515300864   330.16863594887   -47.3779245148    true      
  Gaia5217165841824405248   133.10494680122   -74.14274014957   true      
  Gaia2670383929034949376   328.27902160546   -3.79291452104    true      
  Gaia1644346787828620544   230.44166581189   65.88395754692    true      
  Gaia4616605611408877952   12.1277247879     -85.08936061467   true      
  Gaia942515493478791168    96.97113506143    35.51706104587    false     
  Gaia1608445877755902464   215.27861384382   53.62922669181    true      
  Gaia4307187513051098112   286.98710235039   7.75074153026     false     
  Gaia4095867799164021632   272.01185893896   -17.95647660642   false     
  Gaia5973914615250423424   258.85566391383   -36.55985952344   false     
  Gaia4094978298571169408   271.16752399526   -20.2058080271    false     
  Gaia1578331216343497856   188.95609261029   59.17418317925    true      
  Gaia4095106254219992320   272.31419975233   -19.28771376878   false     
  Gaia4066154459504866432   271.39071524733   -23.8311233697    false     
  Gaia4066107528418790912   271.51185564945   -23.89778446339   false     
  Gaia4094159677806022656   272.1616114497    -20.6811611009    false     
  Gaia4098257385834905344   275.76317552824   -14.69819632823   false     
  Gaia2958753427770196096   81.68456973971    -22.85114080732   true      
  Gaia4053731322490426496   264.71262378177   -33.23965183655   false     
  Gaia4058576183093039616   263.42002803021   -29.63015430458   false     
  Gaia5972425945255564416   259.60827320741   -39.51333617621   false     
  Gaia4060426180087357824   264.5507332186    -28.42126829244   false     
  Gaia4055297817277923328   263.49291064257   -31.24550487894   false     
  Gaia5940634906564023680   246.89350909406   -49.33665934022   false     
  Gaia3162592674420494080   113.68187647561   12.55815191562    true      
  Gaia4070872085935889536   271.00871735497   -20.91865525659   false     
  Gaia2686269466874846720   320.87276656678   -0.84803231207    true      
  Gaia4069324458931923712   269.52404764913   -23.49671702517   false     
  Gaia4067786001641738496   268.9999297219    -23.93613614731   false     
  Gaia4067789265785838208   268.80518135014   -24.04827019855   false     
  Gaia5975267804822645376   260.42911447118   -36.08208927393   false     
  Gaia4054415356122020736   263.35434506576   -33.51901588312   false     
  Gaia4067505866663779712   269.79028080734   -24.56181865736   false     
  Gaia4821279499056544128   82.65410052959    -37.50292837584   false     
  Gaia4055477548758315648   264.22076418807   -30.33881413505   false     
  Gaia4155978757020684800   276.40863528299   -10.12014829826   false     
  Gaia4069735263941554304   272.27144642273   -22.18977676447   false     
  Gaia350937280928094336    26.7924402415     46.51216972702    true      
  Gaia980017941020542848    108.18201502711   50.55630754025    false     
  Gaia1019788071166861952   141.30353265844   52.28621858722    false     
  Gaia4146366585822807808   274.64630091015   -14.34295645219   false     
  Gaia2584881743035136384   15.79697578822    13.27161383435    true      
  Gaia756059104753288320    157.66039429186   39.19890281745    true      
  Gaia4587243260767814912   278.20910686722   28.55998749905    true      
  Gaia1387434351127025152   230.46346014038   37.03143367872    true      
