ra,deg,has_spec,name
280.62880017647,-57.79687059123,true,Gaia6637341652064631808
167.99981111672,-22.23379591047,true,Gaia3538872152179187968
265.86481573816,-35.28033615015,true,Gaia4041291929029330176
43.88499895937,-16.10352246718,true,Gaia5153735664554607744
13.96764126712,29.0326953704,true,Gaia311192508266962048
341.92134919143,-27.85083639442,true,Gaia6610218761788712320
136.38873304626,51.58548595296,true,Gaia1016569147797519744
24.7160723595,-30.20474189126,true,Gaia5022809054029691648
343.71385987449,-5.49000320863,true,Gaia2611803903717161344
323.54048206036,8.41288318313,true,Gaia1740876143446119808
276.83882718193,43.84939393347,true,Gaia2112069138681324416
167.66098793624,48.52102541503,true,Gaia837681900196906240
70.7429606481,-45.10046934497,true,Gaia4790370371773437056
170.27056325437,43.36155371603,true,Gaia783850841693106432
273.89621257046,27.76319874575,true,Gaia4586286269035063680
338.95253673454,38.4179992538,true,Gaia1907970334271468416
7.81444872123,-76.57565847152,true,Gaia4683996259622700032
130.48402649114,-21.54648391786,true,Gaia5702616168404590336
97.47469716765,-32.79180303434,true,Gaia2892099864663197312
145.50853413649,4.37904034546,true,Gaia3851289065425355648
253.59913438579,27.25901369707,true,Gaia1306972498227099904
94.89911658057,-29.30084216835,true,Gaia2896846696878762112
165.73793748008,26.41185940947,true,Gaia3996830152578530432
109.74197622545,24.42790951919,true,Gaia869751428860787584
211.76847801607,27.59907739262,true,Gaia1260282870824920064
339.14010367865,-46.73334592773,true,Gaia6519275024024354048
133.32789901013,8.89000837375,true,Gaia597364534227325696
195.10650269281,-16.80776620609,true,Gaia3512029980967125376
195.20045388132,28.38909381169,true,Gaia1463848004075507328
255.45273150088,27.68266913733,true,Gaia1306869182790667776
156.83102098529,7.11825358701,true,Gaia3863137334006562304
164.71689096225,-5.26502769892,true,Gaia3788714415579718400
27.43513870725,15.01850772098,true,Gaia2588161109479976448
23.64629495642,8.79800766467,true,Gaia2572754065356372224
80.24926863227,-27.62192614588,true,Gaia2955043572457970432
336.58936023299,25.26250369412,true,Gaia1879035173955947520
55.44163232205,-26.82647843846,false,Gaia5081463635685288832
1.20113248838,-41.95781884226,true,Gaia4995756085823608960
188.08663136361,39.96891703178,true,Gaia1533794084815253760
223.47460421129,9.57311510433,true,Gaia1174079441220805504
198.20307113294,42.87690126918,true,Gaia1526457494696645632
178.79307683463,-22.54655325819,true,Gaia3493728678642575360
21.6276215663,8.54037969899,true,Gaia2566881706896582272
316.25764495772,-13.57797641321,true,Gaia6885426655364530944
73.84609323196,-42.27149920986,true,Gaia4813525708697405056
355.64792807033,-55.5775614269,true,Gaia6497576441223672704
10.07152353447,-51.64670743185,true,Gaia4925228530937174528
18.0707799647,2.49658177828,true,Gaia2538675389648909056
32.80669943035,-11.92880616237,true,Gaia5151220158043787392
142.04410194432,26.50436966999,true,Gaia694150728889523840
153.12828699808,18.33920792005,false,Gaia623378803246669440
146.14653209717,-16.27564034541,true,Gaia5685315073766616576
52.81159859349,-29.35302335466,true,Gaia5057072104094716416
216.90886317745,-12.06387518896,true,Gaia6324540180326589568
42.86558471626,34.24495852078,true,Gaia139834480072130944
10.38100037622,-49.6032465072,true,Gaia4926751801218472320
178.42405425824,46.21171580202,false,Gaia774174525189146880
333.04329438387,-18.46048322789,true,Gaia6822380864786888448
156.81158472993,35.72149883123,true,Gaia752910520063192192
17.93180030236,-35.05016306572,true,Gaia5014131983141972992
154.34990229753,-20.78292256326,true,Gaia5668105247186154624
31.36464034202,19.04142873968,true,Gaia92811739301334144
120.92515676519,30.38186124382,true,Gaia877665679196931200
316.53568260564,18.93106155249,true,Gaia1789115841726529920
234.05037605117,52.69850737113,true,Gaia1595398729183917056
203.84742507253,49.10974272673,true,Gaia1552536776635839360
92.98093137258,45.00745544821,true,Gaia963207374602071552
13.94412057767,-63.98195082534,false,Gaia4709036266850893184
205.26451635331,-7.66350929773,true,Gaia3618612068318217984
183.19420299943,-23.75562670447,true,Gaia3489795175793923840
200.2890633975,-11.6588581557,true,Gaia3611169955146215680
35.27295793639,37.34614999316,true,Gaia331580550519926272
123.99315807438,15.6820250392,true,Gaia655505021181460224
46.55355107365,-39.10319416514,true,Gaia5044710913339261696
59.18036008581,-56.72502580494,true,Gaia4683094144691523072
21.73310804085,-32.13668540994,true,Gaia5016352614376458112
18.3825340329,-34.41387646799,true,Gaia5014189535703464832
197.54835372861,46.02346072698,true,Gaia1553850693031509760
341.93154845609,-31.05192402155,true,Gaia6607355805308594816
214.70673796391,13.41615810732,true,Gaia1226876374678606976
269.16547161735,38.29791704534,true,Gaia4610721849809280896
43.37158500905,-54.69762112802,true,Gaia4740722641479899904
294.51831762019,-51.16371880049,false,Gaia6646001062046335616
234.62733159014,8.92143036711,true,Gaia1164824134590757504
218.94475733687,73.10081466935,false,Gaia1699592539839642240
123.44180459357,-76.76010229698,true,Gaia5210440227979225216
185.85056701435,2.67901356787,false,Gaia3701408145748074752
223.82299668105,-51.5708839908,false,Gaia5901006239749185792
150.42169860138,20.25077257102,true,Gaia627096114626082048
174.80798527784,33.93087457594,false,Gaia4025819979236007168
256.8239726112,45.60293138428,true,Gaia1358852924319583104
212.7030939476,-36.73662301187,false,Gaia6120990444536386048
194.05930884208,56.87367714293,false,Gaia1577113301057089664
133.72995126472,-24.39367077897,false,Gaia5653012697750914560
232.66457696525,-14.28654986943,false,Gaia6265885529954201728
311.58683922414,-2.81260059888,false,Gaia4225084024862141568
149.9827062754,13.04381769707,false,Gaia614898549234400640
294.38760312457,-6.21800245623,false,Gaia4208920722904392832
88.10209373822,-64.03632159232,true,Gaia4756452052971526912
194.44967129359,-23.84557198229,false,Gaia3498797358526741248
356.65349390612,9.51264290621,true,Gaia2759774705410731264
228.09362264002,-33.55947770263,false,Gaia6201371066719085568
77.68974872374,16.49949439281,false,Gaia3394656393147809536
265.48022165178,-12.19905121458,false,Gaia4162209002204451712
181.60951643188,42.74058356694,false,Gaia1537517619597946496
38.49883741022,0.82735409122,true,Gaia2502050309434534144
245.09091062846,17.60665349161,true,Gaia1200259229691356672
310.99771109381,53.24232257787,false,Gaia2182440184968650112
203.1629680275,-10.4812716283,false,Gaia3611591033740017664
2.62919133836,10.97486235767,false,Gaia2753828099849995776
1.58140543294,20.20294908207,false,Gaia2798344508160161280
190.5441873284,33.284072884,false,Gaia1514610016387783296
63.71940338069,-7.92769108156,false,Gaia3195905922532343040
21.88550665435,19.17884435781,false,Gaia2786195003456634368
332.28192982925,-27.80948883798,false,Gaia6618526774727394560
352.88954057444,-27.81157633262,true,Gaia2331849104910705280
103.05139513074,74.42697821333,false,Gaia1114918847994804608
119.92427001264,-38.73223377197,false,Gaia5537958220480633088
224.9934830083,33.61715995251,true,Gaia1289825618688548352
138.50733714177,5.13072941075,true,Gaia579689403774630272
45.01799519849,-10.82461037079,false,Gaia5160702861717904256
95.63963682195,-23.29491269392,false,Gaia2936769208170781952
208.37348117598,-43.69541693814,false,Gaia6108727419558257536
53.32829003151,37.30310144195,false,Gaia222792121288032512
238.18237727486,-16.89471322473,false,Gaia6260793451090479488
207.04903960308,28.30051151594,true,Gaia1451824535187794944
59.23761206978,42.92791001214,false,Gaia231496542530472704
68.2962314938,5.35433873826,false,Gaia3282513216501834880
37.52301086589,-8.99811317966,false,Gaia5175711813912302080
181.83253555604,24.19884005299,false,Gaia4002640075099399680
249.62880028651,-20.92348980375,false,Gaia4130110821798724608
136.65912321208,17.37317290514,true,Gaia611262563065761920
71.83635792755,-5.13725095868,false,Gaia3200486419254058112
11.77466135158,3.33188489059,true,Gaia2550891582308656640
203.97403757147,-34.29559979462,false,Gaia6165238846886299392
300.06474334,-54.28673773178,false,Gaia6665327624603812736
162.13003481537,39.52977748831,true,Gaia776229405046412160
89.50856985714,-38.33457066382,false,Gaia2883688050953797760
148.51059645963,-34.22850392517,false,Gaia5435621210077570688
338.40658772726,-60.55809724974,true,Gaia6407294437659683200
353.55345060995,7.60765313071,true,Gaia2757607082659393536
301.74135996907,-34.54851625034,false,Gaia6698697287111931392
66.38800192581,34.7887392376,true,Gaia176243952928968576
120.4915518006,-49.77844285254,false,Gaia5514459900347426432
79.08841061544,-10.5615030409,false,Gaia2990073016486189056
227.99918701398,-21.31709315376,false,Gaia6255559707018892288
39.61423250777,1.9077107785,false,Gaia2502238158419726080
154.95618695293,33.36769881549,false,Gaia752142476831864960
209.15297024004,-19.52912784853,false,Gaia6290727586432696064
6.25524173291,-45.49851738353,false,Gaia4980144807416680832
115.636754585,49.80966259107,false,Gaia982012184530623616
242.96414281066,-60.6319526924,false,Gaia5829905839326527872
278.76412337916,32.69634916414,false,Gaia2091155809049639552
333.67505817052,-38.80635492643,false,Gaia6573784863454545920
358.55718343056,-48.58596483955,true,Gaia6524154695285621632
168.30539173659,10.37011638646,true,Gaia3963270549438188928
149.92231595389,49.25820590767,false,Gaia823574066501110912
214.20834373176,-11.982790124,false,Gaia6303717560400469376
266.53726302814,67.62336565554,false,Gaia1634376244590492160
121.54113175087,22.26050932684,true,Gaia677071190142538880
14.97202275344,31.82701528786,false,Gaia312699771205600384
210.13317708265,4.08268541772,true,Gaia3670853645325033088
244.65191924161,-59.45479987785,false,Gaia5831570121980171392
214.95724431273,-19.47368596314,true,Gaia6283977925067872000
88.72336763519,46.43934014322,false,Gaia197813587927024768
52.71742544245,5.64043103042,false,Gaia3276095813805917184
64.58865492518,38.02661096767,false,Gaia177837935551654656
193.05193775562,-13.41479473974,false,Gaia3526110807908762240
125.78453217051,42.25582266734,false,Gaia915629513601052544
222.35668606264,8.03552516829,true,Gaia1173303808781856128
215.02624683203,-9.3869667791,false,Gaia6329123769424991104
158.23763875877,-27.12509731557,false,Gaia5468323297225307264
290.30894712759,-58.67027303579,false,Gaia6638569978350737280
100.51773910504,67.97656142107,true,Gaia1105880170923302912
179.92089277118,-19.99016251672,false,Gaia3494762730672638848
207.33025105245,-30.30950386009,false,Gaia6175160320123081600
74.03718234967,-21.98594443494,true,Gaia2973279728718524672
207.68609510735,57.27858360468,true,Gaia1658624736589166336
79.04753851993,-0.14976608713,false,Gaia3221556738534616064
165.6781784289,59.68877360643,true,Gaia860692071522063104
323.85472671014,-42.25073266012,true,Gaia6577999600763049600
182.63573206994,39.40585025379,false,Gaia1535808699355081728
85.88732496704,-27.6514084018,false,Gaia2907755501492870400
128.91165903905,-4.08830543424,false,Gaia3071550504594998656
105.85105193889,-60.25623648027,false,Gaia5479619164294227968
253.59002782067,65.62794475353,true,Gaia1635087628612723584
234.68651590627,-3.38003209373,false,Gaia4403412578819172864
87.66466033239,-23.18823725861,false,Gaia2915758056358973056
190.35736274852,-57.83429940667,false,Gaia6060788437735178624
211.58617565135,-16.61649917409,false,Gaia6297566067721159296
117.96619856675,49.81430254095,false,Gaia934279223673371008
274.1289902227,38.16050239475,true,Gaia2108922542562477312
