# name                      ra                dec               has_spec  
  Gaia3783876530057755520   169.48793198779   -7.51243472358    true      
  Gaia4391097155238205312   255.75603181186   3.09146797183     true      
  Gaia3986496938005599232   162.39543030974   19.59532865957    true      
  Gaia1268454033221308160   226.16901106647   26.91629718551    true      
  Gaia3679014839101889408   194.02161092418   -3.76411717213    true      
  Gaia1691856444746336256   197.26304652568   75.42179301316    true      
  Gaia2117239695191477376   279.2348720742    44.54369151926    true      
  Gaia1185550680392718464   223.67685385678   15.34491059341    true      
  Gaia4555056741496494976   262.09053397616   20.88857094121    true      
  Gaia1354961683949604096   254.89491582696   42.5939015813     true      
  Gaia4080426811923170176   287.43638969295   -23.5780478417    true      
  Gaia2808464030929705984   11.8524523038     26.60557248933    true      
  Gaia5072477735171958272   43.08272397309    -27.4991814709    true      
  Gaia2963371033009574784   84.44448944557    -24.51789713431   true      
  Gaia5090667681881496704   60.94050452369    -21.29333108206   true      
  Gaia2578659641093920128   19.19710044651    8.53401015058     true      
  Gaia2119747642555740416   281.53137591392   48.33358124568    true      
  Gaia4551700207371134592   269.36151227802   19.64490947445    true      
  Gaia2990075967127389952   79.51194897504    -10.69939201562   true      
  Gaia2590534641551350144   20.48347118255    14.80663961726    true      
  Gaia6411842881041362048   331.97500837074   -57.12685201738   true      
  Gaia2549638791888762368   13.14030350824    1.67802762322     true      
  Gaia2150412476395511040   270.66554208828   56.62750480832    true      
  Gaia2152220210950391168   273.60059147821   58.26841574266    true      
  Gaia1678156147611150464   201.26103726019   65.07094610732    true      
  Gaia816769979310890496    136.79317012536   43.00005637991    true      
  Gaia4700463065451219328   36.28757469412    -63.22398417676   false     
  Gaia5078076276582448512   45.57708267371    -22.96672536083   true      
  Gaia3187010529866092672   75.37257429031    -7.55197950422    true      
  Gaia1433864425065596800   258.11561116776   57.91858245317    true      
  Gaia3657289928150789504   207.12726791289   -3.5392863041     true      
  Gaia6388517703930661120   359.00283892788   -68.33429765703   true      
  Gaia3663422454254096384   204.36032949141   0.97462750967     true      
  Gaia4853445093250758912   52.77657504668    -38.40129273817   true      
  Gaia1534038421210556928   188.40700456652   41.76897964651    true      
  Gaia4032329569109132928   175.9596222521    36.48650950285    true      
  Gaia3083733540109187072   122.26770056454   0.51396701977     false     
  Gaia1689021079136071936   192.6205558583    70.77738041119    true      
  Gaia822319424950677760    149.68928370282   47.05678830117    true      
  Gaia1583741225868735104   188.81599373106   63.02038320204    true      
  Gaia5009074435812336000   23.80711289734    -37.82823478365   true      
  Gaia4964122655257715712   32.36920492459    -39.66082028309   true      
  Gaia3087406871020557824   119.28269254851   1.15808668749     true      
  Gaia6461579976717230720   325.02031238918   -55.30227289375   true      
  Gaia3881340852811308800   149.71749720245   12.0458446848     true      
  Gaia3202403727014842624   64.31993473372    -5.89600210707    true      
  Gaia5072780036446317824   45.46492818229    -26.79841857829   true      
  Gaia4833148830157057024   56.88701529289    -48.14912093387   true      
  Gaia1138863492531864192   123.96315598538   78.6954221126     true      
  Gaia2120524073860930048   277.38242046481   48.74615583001    true      
  Gaia3093867459607331328   126.90372641273   6.30337238492     true      
  Gaia3847504615122111616   143.82580988406   2.07098999653     true      
  Gaia5499143394129291904   93.07984983461    -55.73922594729   true      
  Gaia1657580750298719360   210.51532593429   56.17995043684    true      
  Gaia821904565469369728    147.69784017637   48.0131520137     true      
  Gaia5029192779885129344   20.22715724376    -30.13292319295   true      
  Gaia4770808548086674688   75.25185870936    -54.44716962479   true      
  Gaia3657609203134581504   209.37122814411   -2.79389310574    true      
  Gaia4857204319210616960   58.70777006101    -38.16528216673   true      
  Gaia6466115320447854080   319.91710119228   -52.2917697912    true      
  Gaia4971219109462290688   31.05521274752    -32.85634969277   true      
  Gaia864427215600461184    176.03282002229   64.74664570344    true      
  Gaia2888120113605841408   87.01033186571    -35.70765797279   true      
  Gaia5807415363296520704   253.69271085265   -72.00555285602   true      
  Gaia4761996610928416128   76.52783997386    -60.247403532     true      
  Gaia5677891858451056256   144.96303521016   -18.53753188654   true      
  Gaia2136328763238189184   291.82835034282   51.89050675256    false     
  Gaia6550672471908558464   352.8024241843    -37.19107686196   true      
  Gaia6412856149726157568   330.27889702837   -56.24827983555   false     
  Gaia5008250076970042624   23.25803884145    -40.10777688275   true      
  Gaia1616751829110619904   229.40434738059   62.90223229856    true      
  Gaia4768547574222813312   83.33596072945    -54.44673629701   true      
  Gaia5473305115692154624   152.40253679105   -24.94094042801   true      
  Gaia5711830488172162048   116.7177982025    -22.08432476433   true      
  Gaia678925825740507904    125.10092163945   23.58068084902    true      
  Gaia2505693030112696960   28.27253464724    -2.25482330812    true      
  Gaia3662589058800059776   204.19643468702   -0.81585501193    true      
  Gaia2360796261068411264   6.78520453361     -21.82211813961   true      
  Gaia4847914584123043072   49.82293540089    -43.72280740082   true      
  Gaia1596198314654579584   232.34195381474   52.87975124599    true      
  Gaia3036030987623296896   119.87985517261   -12.7567119482    true      
  Gaia2887445735021042304   88.19242688554    -36.62433563741   true      
  Gaia4776328882435936896   73.09122391389    -55.43564730894   true      
  Gaia1417802346889787008   263.467630113     54.00847653572    true      
  Gaia1084646093129776512   118.09419276125   60.96457924749    true      
  Gaia3252216036160147328   63.39629332464    -3.07403927191    true      
  Gaia313787596226783872    18.75396303392    32.75545166914    true      
  Gaia5037754470772601216   25.52720390275    -25.31397427287   true      
  Gaia4849364565081997440   52.04722999573    -42.29725336123   true      
  Gaia1126350436028155648   151.81924169501   74.36299383179    true      
  Gaia903326150285363712    125.58125866717   34.01248719391    true      
  Gaia3632357642997158784   206.46324712448   -5.88930184384    true      
  Gaia1454791464240401152   205.02062826724   28.28145470152    true      
  Gaia4836334252781762176   56.76952489351    -44.43124113126   true      
  Gaia595776766422321536    128.63525828086   7.13707294086     true      
  Gaia705752088392210944    132.26084875091   30.04313372519    true      
  Gaia652997176894868736    126.68609574381   16.59696590807    true      
  Gaia2496810861650923008   39.08876095088    -1.54569806592    true      
  Gaia1622625076627802752   240.98304750763   57.51511479402    true      
  Gaia4717341805888177408   21.91399661149    -58.72098008027   true      
  Gaia4961221284590360832   27.85980918045    -39.46420160065   true      
  Gaia2331096832798972928   354.7417482024    -27.90165229777   true      
  Gaia4790691772766056960   69.63565101979    -43.80942350952   true      
  Gaia6358568892679736576   333.65695706392   -74.59039763387   true      
  Gaia708963968015000704    127.66058904546   31.67547470105    true      
  Gaia6572641886759889920   329.97785980978   -40.09732867596   true      
  Gaia4866499148131158272   69.22707080258    -37.26075535555   true      
  Gaia3629542588287954688   197.90232116279   -5.87739794356    true      
  Gaia1020887857672085248   149.31112971839   54.67153871842    true      
  Gaia1518009049210427648   187.79282135687   33.87182183769    true      
  Gaia4814737129992758912   70.3222439779     -43.22930209605   true      
  Gaia3794341686026809472   177.308030063     -1.74831091346    true      
  Gaia1246691708810048256   209.268486021     19.31871461876    true      
  Gaia5452798875940234624   164.98401735369   -30.47444932857   true      
  Gaia863088731992659712    176.27060535141   62.77340678514    true      
  Gaia3289607643481635328   72.66119026101    8.02111761932     true      
  Gaia4953621769456257792   39.8341924929     -37.18175782108   true      
  Gaia2359518697276706816   17.72913224298    -15.76118791918   true      
  Gaia4062905613176959872   270.85404532785   -27.8810343148    true      
  Gaia4856114840626203008   55.005374577      -39.24497580264   true      
  Gaia1551421493889063040   199.5078148667    47.10772044576    true      
  Gaia4733760435070823424   49.20962713587    -55.18607541955   true      
  Gaia2547654310840650240   6.14735816105     2.11344325244     true      
  Gaia1595658076488380544   231.47456244475   51.61366215838    true      
  Gaia1253043999800585344   215.28631572949   22.68817510689    true      
  Gaia1074623185649176960   169.31244701256   71.58808910286    true      
  Gaia3843646463180063104   137.11545628573   1.22291499279     true      
  Gaia741343039264023552    154.32607816153   29.24280517086    false     
  Gaia4674706627613884672   54.09847800378    -60.97997109614   true      
  Gaia5188132477079990528   44.86881729974    -0.3333264838     true      
  Gaia6706590814233958016   275.36368911021   -48.4436051601    true      
  Gaia4496794990427634048   269.54001280132   13.87328281771    true      
  Gaia83116207389824        44.90610062943    0.62676878915     true      
  Gaia4731029351265229696   52.5638118463     -54.50588598542   true      
  Gaia4865349505644856576   65.56159570447    -38.74800695937   true      
  Gaia3987128469996800896   158.58214385181   19.20616358433    true      
  Gaia6435861059720595200   273.30494535021   -68.09584345756   false     
  Gaia3915475603612739200   172.05426548494   10.38564435014    false     
  Gaia1428205101277798016   244.92661947147   52.9370547484     true      
  Gaia4632948030688838400   40.24745861319    -77.95607433343   true      
  Gaia1770549793320912256   324.52197792364   13.664901987      true      
  Gaia2813213513141707648   353.9649201588    14.1716537824     true      
  Gaia6489895149913120896   349.46649896791   -61.7659279677    true      
  Gaia4946839771282123392   40.0383744486     -43.43781994473   true      
  Gaia2629945540632801664   336.63610766766   -0.9549233509     true      
  Gaia3084996947692341376   115.223504577     -1.96734283949    true      
  Gaia586096666051500800    142.42908410176   6.76783874148     true      
  Gaia1358929855773868160   257.27109074298   45.98558793825    true      
  Gaia1698804804182780800   218.08936090395   72.66194897331    true      
  Gaia3914681069022866048   173.24786999875   10.39505930755    true      
  Gaia6453941119685848704   308.8211484335    -62.61721187043   true      
  Gaia5271881354353466752   127.56890339121   -67.42481727497   false     
  Gaia2488136131519611648   34.24952319473    -5.53434578075    true      
  Gaia639017573740551296    140.92916955241   22.9090483858     false     
  Gaia614612676211439232    146.55823941362   13.57810755855    true      
  Gaia2444295510543983104   4.17853963062     -4.07155224314    true      
  Gaia3698103559255552000   183.9575499932    -0.57560424343    true      
  Gaia3091691942709444096   123.60557636597   4.34247085591     false     
  Gaia2596616800574068864   339.75798645236   -16.09304445514   true      
  Gaia1597075548839479296   235.99766345993   53.9842080191     true      
  Gaia6362226010089339264   309.10890330854   -78.27617464477   true      
  Gaia1887016425783411712   340.25843556629   27.54983684763    true      
  Gaia3140393470234524160   109.22363149772   5.08595146372     false     
  Gaia1824627902700034944   296.68965870027   18.93905972881    false     
  Gaia3123688070381308160   95.43393357391    1.44861177751     true      
  Gaia5933000580689024896   243.11951248459   -53.87282835534   true      
  Gaia6728535352636760832   282.06619089739   -40.52912130738   true      
  Gaia4544531146739361536   255.45199238255   13.52721083526    true      
  Gaia4703150576812627840   5.41355818021     -69.07474359754   true      
  Gaia78225618047198976     29.70065239443    15.37056298188    true      
  Gaia1199252283199546496   241.1727882719    16.76064766319    true      
  Gaia2219889928962617472   335.27896933935   67.68951734414    true      
  Gaia6502408038914486016   347.3280308976    -51.30436001617   true      
  Gaia5720108711212609024   123.95572992014   -17.37189283955   true      
  Gaia864889968261357568    113.3072815457    20.75484796182    true      
  Gaia6475066547688991872   306.41606089322   -52.3147953777    true      
  Gaia6850213287954507904   301.33627806396   -25.86240483781   true      
  Gaia4145627336068730880   273.25068792751   -16.23459052037   true      
  Gaia999504757398279552    92.35439968345    59.25527622878    true      
  Gaia4069926544596838912   270.5956453657    -22.11847911818   true      
  Gaia6557854275702917632   331.44177028987   -51.97203597893   true      
  Gaia995062008867760128    99.66624444772    55.90300762384    true      
  Gaia6381501617154633344   349.16327661073   -70.28226552752   true      
  Gaia6274627575106470272   212.13184926701   -23.67023737254   true      
  Gaia2972012094891415168   85.09607752136    -15.71921553496   true      
  Gaia5098948344467602944   51.4554233465     -22.21129875048   true      
  Gaia1908528095904037504   335.84242361825   38.25848042048    true      
  Gaia3569345426178902656   183.09488767614   -15.56772368459   true      
  Gaia6149473465052613376   181.59172072622   -40.3106490761    true      
  Gaia6850244555316740480   301.35385950803   -25.62179664606   true      
  Gaia4111915278814426112   255.6635490832    -26.27586814579   true      
  Gaia6894120665604678144   322.2296339292    -9.54929929771    true      
  Gaia4658072219361975936   81.50345291496    -69.50401694809   true      
  Gaia4658058299293637120   82.10086795815    -69.13209726455   true      
  Gaia4658619398114429952   82.74279078833    -67.69995505962   true      
  Gaia4655401058883222528   71.91800127957    -69.34442116831   true      
  Gaia4661579661392383744   73.28692979776    -68.2106013317    true      
  Gaia6425405185172594944   312.2756154458    -65.69874560791   true      
  Gaia3349734196330806784   89.55172972765    16.8123910101     true      
  Gaia642053290985056768    148.52373186159   22.85862019311    true      
  Gaia3158897185778291712   105.2695657911    10.69023091653    true      
  Gaia4764835966565134208   89.26067187088    -59.98561899269   true      
  Gaia4069400664512106368   269.53242402947   -23.02533035992   true      
  Gaia71784438415554560     55.52775582969    28.2262973883     true      
  Gaia6110158365220842880   212.68785472883   -41.21497667834   true      
  Gaia3013014807636363520   81.52401655886    -11.36737531074   true      
  Gaia6511169561743297280   333.91643810589   -52.06732962239   true      
  Gaia1172759481806466176   219.52112324731   8.21725762805     true      
  Gaia5387039494962881792   167.43332553145   -45.12687949462   true      
  Gaia5581424457738324992   96.58484056579    -35.60847868935   true      
  Gaia6396068870616570368   329.34560238593   -69.1526508759    true      
  Gaia3149597580851027456   113.86295410133   10.08640956742    true      
  Gaia1057916248199448320   176.47246917796   67.66890140023    true      
  Gaia5824413332056266752   227.74913079307   -66.74814426922   true      
  Gaia6777991076409909632   311.96580625876   -38.08105185015   true      
